GF_ID,Year_approx,Year_exact,Month,Day,Lake_name,Glacier_name,GL_ID,LakeDB_ID,G_ID,Lat_lake,Lon_lake,Elev_lake,Lat_impact,Lon_impact,Elev_impact,Impact_type,Lake_type,Transboundary,Repeat,Region_RGI,Region_HiMAP,Country,Province,River_Basin,Driver_lake,Driver_GLOF,Mechanism,Area,Volume,Discharge_water,Discharge_solid,Impact,Lives_total,Lives_male,Lives_female,Lives_disabilities,Injured_total,Injured_male,Injured_female,Injured_disabilities,Displaced_total,Displaced_male,Displaced_female,Displaced_disabilities,Livestock,Residential_destroyed,Commerical_destroyed,Residential_damaged,Commerical_damaged,Infra,Agricultural,Hydropower,Econ_damage,Sat_evidence,Ref_scientific,Ref_scientific_full,Ref_other,Remarks,year_best,year_precision,event_date,Lives_total_note,Lives_total_is_minimum,Livestock_note,Livestock_is_minimum,Residential_destroyed_note,Residential_destroyed_is_minimum,Commerical_destroyed_note,Commerical_destroyed_is_minimum,Residential_damaged_note,Commerical_damaged_note,Agricultural_note,Agricultural_is_minimum,Hydropower_note,Lake_name_is_placeholder,Glacier_name_is_placeholder,Driver_GLOF_terms,Driver_GLOF_n,Mechanism_terms,Mechanism_n
240,1972,1972,,,Chateboi,Chateboi,Ephemeral,,G073888E36780N,36.84573,73.89904,3680,,,,,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Gilgit,Glacier advance,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Iturrizaga, 2004)","Iturrizaga, L., 2004. Ice-dammed lakes in the Hindukush-Karakoram Mountains (Pakistan): Geomorphological impacts of outbursts floods in the Karambar valley. Himalayan Journal of Sciences 2, 160–161. https://doi.org/10.3126/hjs.v2i4.851",,,1972.0,exact,,,False,,False,,False,,False,,,,False,,False,False,['Unknown'],1,['Unknown'],1
241,1972,1972,,,Unknown,Unna,Not mapped,,G074654E36075N,36.039,74.633,3312,36.012126,74.541862,2276.0,Observation,Unknown,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Gilgit,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(This study; Ashraf et al., 2015)","Ashraf, A., Naz, R., Mustafa, N., Iqbal, M.B., Ahmad, B., Jawad, A., Ahmad. I., 2015. Updating GLOF Lake Inventory of Northern Pakistan and Establishment of Community Based Early Warning System in Bagrot and Bondo Gol Valleys. Technical Report. Islamabad, Pakistan: Pakistan Agricultural Research Council (PARC).",,"On 11th December 2012 a community exchange documented this event. Unna Glacial lake burst causing heavy flood in Boipher caused damage to natural forest and the settlements of Sat, Dar, Ghosonar, Chira and Bulchi villages.",1972.0,exact,,,False,,False,+,True,,False,,,+,True,,True,False,['Unknown'],1,['Unknown'],1
242,1972,1972,,,Unknown,Batura,Ephemeral,,G074581E36501N,36.510556,74.850591,2713,,,,,Supraglacial,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,Bridge destroyed,,,,,"(Shi, 2003; Hewitt and Liu, 2010; Gao et al., 2021)","Shi, Y.F., 2003. An exploring innovative research case: recollection of the Batura Glacier expedition and research on restoring Karakorum Highway project. Journal of Glaciology and Geocryology 25, 479–481; Hewitt, K., Liu, J., 2010. Ice-Dammed Lakes and Outburst Floods, Karakoram Himalaya: Historical Perspectives on Emerging Threats. Physical Geography 31, 528–551. https://doi.org/10.2747/0272-3646.31.6.528; Gao, Y., Liu, S., Qi, M., Xie, F., Wu, K., Zhu, Y., 2021. Glacier-Related Hazards Along the International Karakoram Highway: Status and Future Perspectives. Front. Earth Sci. 0. https://doi.org/10.3389/feart.2021.611501",,,1972.0,exact,,,False,,False,,False,,False,,,,False,,True,False,['Unknown'],1,['Unknown'],1
243,1972,1972,7.0,23.0,Bugyai,Unnamed,GL094801E31772N,"2, 3",G094809E31774N,31.772396,94.80115,5200,,,,,Moraine dammed,Y,N,13_9,19,China,TAR,Nujiang,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Ding and Jingshi, 1992)","Ding, Y., Liu, J., 1992. Glacier lake outburst flood disasters in China. Annals of Glaciology, 16.",,,1972.0,exact,1972-07-23,,False,,False,,False,,False,,,,False,,False,True,['Unknown'],1,['Unknown'],1
244,1972,1972,8.0,23.0,Poge Co,Unnamed,GL094725E31736N,"2, 3, 4",G094728E31782N,31.74,94.73,4520,,,,,Moraine dammed,N,N,13_9,19,China,TAR,Nujiang,Unknown,Ice avalanche,Unknown,500000.0,1330000.0,,,,,,,,,,,,,,,,,,,,,Damaged few bridges,,,,,"(Cui et al., 2010; Veh et al., 2019)","Cui, P., Dang, C., Cheng, Z., Scott, K.M., 2010. Debris Flows Resulting From Glacial-Lake Outburst Floods in Tibet, China. Physical Geography 31, 508–527. https://doi.org/10.2747/0272-3646.31.6.508; Veh, G., Korup, O., von Specht, S., Roessner, S., Walz, A., 2019. Unchanged frequency of moraine-dammed glacial lake outburst floods in the Himalaya. Nature Climate Change 9, 379–383. https://doi.org/10.1038/s41558-019-0437-5",,,1972.0,exact,1972-08-23,,False,,False,,False,,False,,,,False,,False,True,['Ice avalanche'],1,['Unknown'],1
245,1972,1972,10.0,4.0,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,,,,,Ice dammed,N,Y,13_3,3,Kyrgyzstan,Issyk-Kul,Inylchek,Unknown,Unknown,Subglacial tunnel,,161000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(Kingslake and Ng, 2013)","Kingslake, J., Ng, F., 2013. Quantifying the predictability of the timing of jökulhlaups from Merzbacher Lake, Kyrgyzstan. Journal of Glaciology 59, 805–818. https://doi.org/10.3189/2013JoG12J165",,,1972.0,exact,1972-10-04,,False,,False,,False,,False,,,,False,,False,False,['Unknown'],1,['Subglacial tunnel'],1
246,1973,1973,7.0,20.0,Abdukagor,Medvezhiy,Not mapped,,G072229E38652N,38.631723,72.146101,3020,,,,,Ice dammed,Y,Y,13_2,6,Tajikistan,Gorno-Badakhshan,Vanch,Unknown,Unknown,Subglacial tunnel,,18000000.0,,1600.0,,,,,,,,,,,,,,,,,,,,,,,,"(Veh et al., 2022)","Veh, G., Lützow, N., Kharlamova, V., Petrakov, D., Hugonnet, R., & Korup, O., 2022. Trends, breaks, and biases in the frequency of reported glacier lake outburst floods. Earth's Future, 10, e2021EF002426. https://doi.org/10.1029/2021EF002426",,,1973.0,exact,1973-07-20,,False,,False,,False,,False,,,,False,,False,False,['Unknown'],1,['Subglacial tunnel'],1
247,1973,1973,,,Unnamed,Aksay,Not mapped,,G074556E42520N,42.528,74.5405,3637,42.552627,74.483331,2255.0,Deposit,Moraine dammed,N,Y,13_3,4,Kyrgyzstan,Chuy,Ala Archa,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)","Zaginaev, V., Petrakov, D., Erokhin, S., Meleshko, A., Stoffel, M., Ballesteros-Cánovas, J.A., 2019. Geomorphic control on regional glacier lake outburst flood and debris flow activity over northern Tien Shan. Global and Planetary Change 176, 50–59. https://doi.org/10.1016/j.gloplacha.2019.03.003",,,1973.0,exact,,,False,,False,,False,,False,,,,False,,True,False,['Unknown'],1,['Unknown'],1
248,1973,1973,,,Unknown,Batura,Ephemeral,,G074581E36501N,36.510556,74.850591,2713,,,,,Supraglacial,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,"Destroyed road subgrade, bridges and culverts",,,,,"(Shi and Zhang, 1978; Gao et al., 2021)","Shi, Y.F., Zhang, X.S., 1978. Historical variations in the advance and retreat of the Batura Glacier in the Karakoram mountains. Acta Geographica Sinica 33, 27–40. https://doi.org/10.11821/xb197801002; Gao, Y., Liu, S., Qi, M., Xie, F., Wu, K., Zhu, Y., 2021. Glacier-Related Hazards Along the International Karakoram Highway: Status and Future Perspectives. Front. Earth Sci. 0. https://doi.org/10.3389/feart.2021.611501",,,1973.0,exact,,,False,,False,,False,,False,,,,False,,True,False,['Unknown'],1,['Unknown'],1
249,1973,1973,7.0,15.0,Lake number 2,Central Tuyuksu,GL077075E43064N,"3, 4",G077081E43044N,43.065,77.076,3374,43.147,77.062,1830.0,Deposit,Moraine dammed,N,Y,13_3,4,Kazakhstan,Almaty,Ily-Balkhash-Alakol,Unknown,High temperatures; intense rainfall,Unknown,,224000.0,10000.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,"(Narama, Severskiy and Yegorov, 2009, Medeu et al. 2022)","Narama, C., Severskiy, I., and Yegorov, A. 2009. Current state of glacier changes, glacial lakes, and outburst floods in the Ile Ala-Tau and Kungoy Ala-Too ranges, northern Tien Shan Mountains, Ann. Hokkaido Geogr., 84, 22–32, https://doi.org/10.7886/hgs.84.35; Medeu, A.R., Popov, N.V., Blagovechshenskiy, V.P., Askarova, M.A., Medeu, A.A., Ranova, S.U., Kamalbekova, A., Bolch, T., 2022. Moraine-dammed glacial lakes and threat of glacial debris flows in South-East Kazakhstan. Earth-Science Reviews 103999. https://doi.org/10.1016/j.earscirev.2022.103999",,,1973.0,exact,1973-07-15,,False,,False,,False,,False,,,,False,,False,False,"['High temperatures', 'Intense rainfall']",2,['Unknown'],1
